,product,price,quantity,date,region,products
365,pink morsel,$3.00,506,2020-10-26,south,pink morsel
366,pink morsel,$3.00,552,2020-10-26,east,pink morsel
367,pink morsel,$3.00,514,2020-10-26,west,pink morsel
392,pink morsel,$3.00,527,2020-10-27,north,pink morsel
393,pink morsel,$3.00,572,2020-10-27,south,pink morsel
394,pink morsel,$3.00,561,2020-10-27,east,pink morsel
395,pink morsel,$3.00,506,2020-10-27,west,pink morsel
420,pink morsel,$3.00,582,2020-10-28,north,pink morsel
421,pink morsel,$3.00,529,2020-10-28,south,pink morsel
422,pink morsel,$3.00,548,2020-10-28,east,pink morsel
423,pink morsel,$3.00,577,2020-10-28,west,pink morsel
448,pink morsel,$3.00,590,2020-10-29,north,pink morsel
449,pink morsel,$3.00,564,2020-10-29,south,pink morsel
450,pink morsel,$3.00,519,2020-10-29,east,pink morsel
451,pink morsel,$3.00,508,2020-10-29,west,pink morsel
476,pink morsel,$3.00,591,2020-10-30,north,pink morsel
477,pink morsel,$3.00,563,2020-10-30,south,pink morsel
478,pink morsel,$3.00,592,2020-10-30,east,pink morsel
479,pink morsel,$3.00,562,2020-10-30,west,pink morsel
504,pink morsel,$3.00,527,2020-10-31,north,pink morsel
505,pink morsel,$3.00,586,2020-10-31,south,pink morsel
506,pink morsel,$3.00,585,2020-10-31,east,pink morsel
507,pink morsel,$3.00,556,2020-10-31,west,pink morsel
532,pink morsel,$3.00,555,2020-11-01,north,pink morsel
533,pink morsel,$3.00,517,2020-11-01,south,pink morsel
534,pink morsel,$3.00,590,2020-11-01,east,pink morsel
535,pink morsel,$3.00,531,2020-11-01,west,pink morsel
560,pink morsel,$3.00,578,2020-11-02,north,pink morsel
561,pink morsel,$3.00,500,2020-11-02,south,pink morsel
562,pink morsel,$3.00,580,2020-11-02,east,pink morsel
563,pink morsel,$3.00,562,2020-11-02,west,pink morsel
588,pink morsel,$3.00,517,2020-11-03,north,pink morsel
589,pink morsel,$3.00,584,2020-11-03,south,pink morsel
590,pink morsel,$3.00,582,2020-11-03,east,pink morsel
591,pink morsel,$3.00,527,2020-11-03,west,pink morsel
616,pink morsel,$3.00,591,2020-11-04,north,pink morsel
617,pink morsel,$3.00,596,2020-11-04,south,pink morsel
618,pink morsel,$3.00,515,2020-11-04,east,pink morsel
619,pink morsel,$3.00,502,2020-11-04,west,pink morsel
644,pink morsel,$3.00,548,2020-11-05,north,pink morsel
645,pink morsel,$3.00,535,2020-11-05,south,pink morsel
646,pink morsel,$3.00,562,2020-11-05,east,pink morsel
647,pink morsel,$3.00,513,2020-11-05,west,pink morsel
672,pink morsel,$3.00,575,2020-11-06,north,pink morsel
673,pink morsel,$3.00,533,2020-11-06,south,pink morsel
674,pink morsel,$3.00,553,2020-11-06,east,pink morsel
675,pink morsel,$3.00,525,2020-11-06,west,pink morsel
700,pink morsel,$3.00,551,2020-11-07,north,pink morsel
701,pink morsel,$3.00,547,2020-11-07,south,pink morsel
702,pink morsel,$3.00,529,2020-11-07,east,pink morsel
703,pink morsel,$3.00,586,2020-11-07,west,pink morsel
728,pink morsel,$3.00,595,2020-11-08,north,pink morsel
729,pink morsel,$3.00,565,2020-11-08,south,pink morsel
730,pink morsel,$3.00,527,2020-11-08,east,pink morsel
731,pink morsel,$3.00,578,2020-11-08,west,pink morsel
756,pink morsel,$3.00,596,2020-11-09,north,pink morsel
757,pink morsel,$3.00,531,2020-11-09,south,pink morsel
758,pink morsel,$3.00,531,2020-11-09,east,pink morsel
759,pink morsel,$3.00,504,2020-11-09,west,pink morsel
784,pink morsel,$3.00,546,2020-11-10,north,pink morsel
785,pink morsel,$3.00,578,2020-11-10,south,pink morsel
786,pink morsel,$3.00,565,2020-11-10,east,pink morsel
787,pink morsel,$3.00,546,2020-11-10,west,pink morsel
812,pink morsel,$3.00,565,2020-11-11,north,pink morsel
813,pink morsel,$3.00,511,2020-11-11,south,pink morsel
814,pink morsel,$3.00,577,2020-11-11,east,pink morsel
815,pink morsel,$3.00,563,2020-11-11,west,pink morsel
840,pink morsel,$3.00,571,2020-11-12,north,pink morsel
841,pink morsel,$3.00,532,2020-11-12,south,pink morsel
842,pink morsel,$3.00,562,2020-11-12,east,pink morsel
843,pink morsel,$3.00,505,2020-11-12,west,pink morsel
868,pink morsel,$3.00,527,2020-11-13,north,pink morsel
869,pink morsel,$3.00,507,2020-11-13,south,pink morsel
870,pink morsel,$3.00,559,2020-11-13,east,pink morsel
871,pink morsel,$3.00,545,2020-11-13,west,pink morsel
896,pink morsel,$3.00,583,2020-11-14,north,pink morsel
897,pink morsel,$3.00,514,2020-11-14,south,pink morsel
898,pink morsel,$3.00,534,2020-11-14,east,pink morsel
899,pink morsel,$3.00,519,2020-11-14,west,pink morsel
924,pink morsel,$3.00,562,2020-11-15,north,pink morsel
925,pink morsel,$3.00,546,2020-11-15,south,pink morsel
926,pink morsel,$3.00,598,2020-11-15,east,pink morsel
927,pink morsel,$3.00,553,2020-11-15,west,pink morsel
952,pink morsel,$3.00,591,2020-11-16,north,pink morsel
953,pink morsel,$3.00,557,2020-11-16,south,pink morsel
954,pink morsel,$3.00,542,2020-11-16,east,pink morsel
955,pink morsel,$3.00,575,2020-11-16,west,pink morsel
980,pink morsel,$3.00,562,2020-11-17,north,pink morsel
981,pink morsel,$3.00,507,2020-11-17,south,pink morsel
982,pink morsel,$3.00,578,2020-11-17,east,pink morsel
983,pink morsel,$3.00,510,2020-11-17,west,pink morsel
1008,pink morsel,$3.00,566,2020-11-18,north,pink morsel
1009,pink morsel,$3.00,590,2020-11-18,south,pink morsel
1010,pink morsel,$3.00,584,2020-11-18,east,pink morsel
1011,pink morsel,$3.00,554,2020-11-18,west,pink morsel
1036,pink morsel,$3.00,522,2020-11-19,north,pink morsel
1037,pink morsel,$3.00,530,2020-11-19,south,pink morsel
1038,pink morsel,$3.00,545,2020-11-19,east,pink morsel
1039,pink morsel,$3.00,566,2020-11-19,west,pink morsel
1064,pink morsel,$3.00,561,2020-11-20,north,pink morsel
1065,pink morsel,$3.00,551,2020-11-20,south,pink morsel
1066,pink morsel,$3.00,509,2020-11-20,east,pink morsel
1067,pink morsel,$3.00,508,2020-11-20,west,pink morsel
1092,pink morsel,$3.00,531,2020-11-21,north,pink morsel
1093,pink morsel,$3.00,552,2020-11-21,south,pink morsel
1094,pink morsel,$3.00,541,2020-11-21,east,pink morsel
1095,pink morsel,$3.00,546,2020-11-21,west,pink morsel
1120,pink morsel,$3.00,532,2020-11-22,north,pink morsel
1121,pink morsel,$3.00,525,2020-11-22,south,pink morsel
1122,pink morsel,$3.00,552,2020-11-22,east,pink morsel
1123,pink morsel,$3.00,575,2020-11-22,west,pink morsel
1148,pink morsel,$3.00,589,2020-11-23,north,pink morsel
1149,pink morsel,$3.00,550,2020-11-23,south,pink morsel
1150,pink morsel,$3.00,547,2020-11-23,east,pink morsel
1151,pink morsel,$3.00,544,2020-11-23,west,pink morsel
1176,pink morsel,$3.00,534,2020-11-24,north,pink morsel
1177,pink morsel,$3.00,544,2020-11-24,south,pink morsel
1178,pink morsel,$3.00,581,2020-11-24,east,pink morsel
1179,pink morsel,$3.00,539,2020-11-24,west,pink morsel
1204,pink morsel,$3.00,575,2020-11-25,north,pink morsel
1205,pink morsel,$3.00,587,2020-11-25,south,pink morsel
1206,pink morsel,$3.00,597,2020-11-25,east,pink morsel
1207,pink morsel,$3.00,540,2020-11-25,west,pink morsel
1232,pink morsel,$3.00,590,2020-11-26,north,pink morsel
1233,pink morsel,$3.00,597,2020-11-26,south,pink morsel
1234,pink morsel,$3.00,555,2020-11-26,east,pink morsel
1235,pink morsel,$3.00,581,2020-11-26,west,pink morsel
1260,pink morsel,$3.00,544,2020-11-27,north,pink morsel
1261,pink morsel,$3.00,529,2020-11-27,south,pink morsel
1262,pink morsel,$3.00,560,2020-11-27,east,pink morsel
1263,pink morsel,$3.00,552,2020-11-27,west,pink morsel
1288,pink morsel,$3.00,582,2020-11-28,north,pink morsel
1289,pink morsel,$3.00,533,2020-11-28,south,pink morsel
1290,pink morsel,$3.00,573,2020-11-28,east,pink morsel
1291,pink morsel,$3.00,598,2020-11-28,west,pink morsel
1316,pink morsel,$3.00,586,2020-11-29,north,pink morsel
1317,pink morsel,$3.00,519,2020-11-29,south,pink morsel
1318,pink morsel,$3.00,549,2020-11-29,east,pink morsel
1319,pink morsel,$3.00,580,2020-11-29,west,pink morsel
1344,pink morsel,$3.00,545,2020-11-30,north,pink morsel
1345,pink morsel,$3.00,528,2020-11-30,south,pink morsel
1346,pink morsel,$3.00,538,2020-11-30,east,pink morsel
1347,pink morsel,$3.00,583,2020-11-30,west,pink morsel
1372,pink morsel,$3.00,529,2020-12-01,north,pink morsel
1373,pink morsel,$3.00,573,2020-12-01,south,pink morsel
1374,pink morsel,$3.00,540,2020-12-01,east,pink morsel
1375,pink morsel,$3.00,552,2020-12-01,west,pink morsel
1400,pink morsel,$3.00,518,2020-12-02,north,pink morsel
1401,pink morsel,$3.00,585,2020-12-02,south,pink morsel
1402,pink morsel,$3.00,579,2020-12-02,east,pink morsel
1403,pink morsel,$3.00,516,2020-12-02,west,pink morsel
1428,pink morsel,$3.00,524,2020-12-03,north,pink morsel
1429,pink morsel,$3.00,520,2020-12-03,south,pink morsel
1430,pink morsel,$3.00,582,2020-12-03,east,pink morsel
1431,pink morsel,$3.00,596,2020-12-03,west,pink morsel
1456,pink morsel,$3.00,546,2020-12-04,north,pink morsel
1457,pink morsel,$3.00,542,2020-12-04,south,pink morsel
1458,pink morsel,$3.00,506,2020-12-04,east,pink morsel
1459,pink morsel,$3.00,591,2020-12-04,west,pink morsel
1484,pink morsel,$3.00,569,2020-12-05,north,pink morsel
1485,pink morsel,$3.00,538,2020-12-05,south,pink morsel
1486,pink morsel,$3.00,574,2020-12-05,east,pink morsel
1487,pink morsel,$3.00,508,2020-12-05,west,pink morsel
1512,pink morsel,$3.00,520,2020-12-06,north,pink morsel
1513,pink morsel,$3.00,539,2020-12-06,south,pink morsel
1514,pink morsel,$3.00,522,2020-12-06,east,pink morsel
1515,pink morsel,$3.00,505,2020-12-06,west,pink morsel
1540,pink morsel,$3.00,503,2020-12-07,north,pink morsel
1541,pink morsel,$3.00,515,2020-12-07,south,pink morsel
1542,pink morsel,$3.00,532,2020-12-07,east,pink morsel
1543,pink morsel,$3.00,557,2020-12-07,west,pink morsel
1568,pink morsel,$3.00,562,2020-12-08,north,pink morsel
1569,pink morsel,$3.00,595,2020-12-08,south,pink morsel
1570,pink morsel,$3.00,600,2020-12-08,east,pink morsel
1571,pink morsel,$3.00,530,2020-12-08,west,pink morsel
1596,pink morsel,$3.00,596,2020-12-09,north,pink morsel
1597,pink morsel,$3.00,596,2020-12-09,south,pink morsel
1598,pink morsel,$3.00,528,2020-12-09,east,pink morsel
1599,pink morsel,$3.00,555,2020-12-09,west,pink morsel
1624,pink morsel,$3.00,540,2020-12-10,north,pink morsel
1625,pink morsel,$3.00,575,2020-12-10,south,pink morsel
1626,pink morsel,$3.00,523,2020-12-10,east,pink morsel
1627,pink morsel,$3.00,511,2020-12-10,west,pink morsel
1652,pink morsel,$3.00,501,2020-12-11,north,pink morsel
1653,pink morsel,$3.00,571,2020-12-11,south,pink morsel
1654,pink morsel,$3.00,550,2020-12-11,east,pink morsel
1655,pink morsel,$3.00,592,2020-12-11,west,pink morsel
1680,pink morsel,$3.00,543,2020-12-12,north,pink morsel
1681,pink morsel,$3.00,554,2020-12-12,south,pink morsel
1682,pink morsel,$3.00,541,2020-12-12,east,pink morsel
1683,pink morsel,$3.00,530,2020-12-12,west,pink morsel
1708,pink morsel,$3.00,550,2020-12-13,north,pink morsel
1709,pink morsel,$3.00,549,2020-12-13,south,pink morsel
1710,pink morsel,$3.00,561,2020-12-13,east,pink morsel
1711,pink morsel,$3.00,510,2020-12-13,west,pink morsel
1736,pink morsel,$3.00,582,2020-12-14,north,pink morsel
1737,pink morsel,$3.00,517,2020-12-14,south,pink morsel
1738,pink morsel,$3.00,516,2020-12-14,east,pink morsel
1739,pink morsel,$3.00,589,2020-12-14,west,pink morsel
1764,pink morsel,$3.00,595,2020-12-15,north,pink morsel
1765,pink morsel,$3.00,578,2020-12-15,south,pink morsel
1766,pink morsel,$3.00,526,2020-12-15,east,pink morsel
1767,pink morsel,$3.00,532,2020-12-15,west,pink morsel
1792,pink morsel,$3.00,593,2020-12-16,north,pink morsel
1793,pink morsel,$3.00,590,2020-12-16,south,pink morsel
1794,pink morsel,$3.00,527,2020-12-16,east,pink morsel
1795,pink morsel,$3.00,538,2020-12-16,west,pink morsel
1820,pink morsel,$3.00,502,2020-12-17,north,pink morsel
1821,pink morsel,$3.00,511,2020-12-17,south,pink morsel
1822,pink morsel,$3.00,559,2020-12-17,east,pink morsel
1823,pink morsel,$3.00,579,2020-12-17,west,pink morsel
1848,pink morsel,$3.00,545,2020-12-18,north,pink morsel
1849,pink morsel,$3.00,600,2020-12-18,south,pink morsel
1850,pink morsel,$3.00,598,2020-12-18,east,pink morsel
1851,pink morsel,$3.00,551,2020-12-18,west,pink morsel
1876,pink morsel,$3.00,573,2020-12-19,north,pink morsel
1877,pink morsel,$3.00,558,2020-12-19,south,pink morsel
1878,pink morsel,$3.00,525,2020-12-19,east,pink morsel
1879,pink morsel,$3.00,550,2020-12-19,west,pink morsel
1904,pink morsel,$3.00,569,2020-12-20,north,pink morsel
1905,pink morsel,$3.00,564,2020-12-20,south,pink morsel
1906,pink morsel,$3.00,538,2020-12-20,east,pink morsel
1907,pink morsel,$3.00,521,2020-12-20,west,pink morsel
1932,pink morsel,$3.00,525,2020-12-21,north,pink morsel
1933,pink morsel,$3.00,502,2020-12-21,south,pink morsel
1934,pink morsel,$3.00,533,2020-12-21,east,pink morsel
1935,pink morsel,$3.00,562,2020-12-21,west,pink morsel
1960,pink morsel,$3.00,506,2020-12-22,north,pink morsel
1961,pink morsel,$3.00,559,2020-12-22,south,pink morsel
1962,pink morsel,$3.00,574,2020-12-22,east,pink morsel
1963,pink morsel,$3.00,522,2020-12-22,west,pink morsel
1988,pink morsel,$3.00,559,2020-12-23,north,pink morsel
1989,pink morsel,$3.00,514,2020-12-23,south,pink morsel
1990,pink morsel,$3.00,595,2020-12-23,east,pink morsel
1991,pink morsel,$3.00,557,2020-12-23,west,pink morsel
2016,pink morsel,$3.00,575,2020-12-24,north,pink morsel
2017,pink morsel,$3.00,502,2020-12-24,south,pink morsel
2018,pink morsel,$3.00,521,2020-12-24,east,pink morsel
2019,pink morsel,$3.00,556,2020-12-24,west,pink morsel
2044,pink morsel,$3.00,594,2020-12-25,north,pink morsel
2045,pink morsel,$3.00,519,2020-12-25,south,pink morsel
2046,pink morsel,$3.00,599,2020-12-25,east,pink morsel
2047,pink morsel,$3.00,521,2020-12-25,west,pink morsel
2072,pink morsel,$3.00,518,2020-12-26,north,pink morsel
2073,pink morsel,$3.00,550,2020-12-26,south,pink morsel
2074,pink morsel,$3.00,566,2020-12-26,east,pink morsel
2075,pink morsel,$3.00,579,2020-12-26,west,pink morsel
2100,pink morsel,$3.00,590,2020-12-27,north,pink morsel
2101,pink morsel,$3.00,578,2020-12-27,south,pink morsel
2102,pink morsel,$3.00,590,2020-12-27,east,pink morsel
2103,pink morsel,$3.00,508,2020-12-27,west,pink morsel
2128,pink morsel,$3.00,575,2020-12-28,north,pink morsel
2129,pink morsel,$3.00,512,2020-12-28,south,pink morsel
2130,pink morsel,$3.00,586,2020-12-28,east,pink morsel
2131,pink morsel,$3.00,561,2020-12-28,west,pink morsel
2156,pink morsel,$3.00,506,2020-12-29,north,pink morsel
2157,pink morsel,$3.00,559,2020-12-29,south,pink morsel
2158,pink morsel,$3.00,538,2020-12-29,east,pink morsel
2159,pink morsel,$3.00,589,2020-12-29,west,pink morsel
2184,pink morsel,$3.00,508,2020-12-30,north,pink morsel
2185,pink morsel,$3.00,510,2020-12-30,south,pink morsel
2186,pink morsel,$3.00,528,2020-12-30,east,pink morsel
2187,pink morsel,$3.00,597,2020-12-30,west,pink morsel
2212,pink morsel,$3.00,580,2020-12-31,north,pink morsel
2213,pink morsel,$3.00,566,2020-12-31,south,pink morsel
2214,pink morsel,$3.00,590,2020-12-31,east,pink morsel
2215,pink morsel,$3.00,550,2020-12-31,west,pink morsel
2240,pink morsel,$3.00,512,2021-01-01,north,pink morsel
2241,pink morsel,$3.00,514,2021-01-01,south,pink morsel
2242,pink morsel,$3.00,557,2021-01-01,east,pink morsel
2243,pink morsel,$3.00,584,2021-01-01,west,pink morsel
2268,pink morsel,$3.00,598,2021-01-02,north,pink morsel
2269,pink morsel,$3.00,540,2021-01-02,south,pink morsel
2270,pink morsel,$3.00,528,2021-01-02,east,pink morsel
2271,pink morsel,$3.00,501,2021-01-02,west,pink morsel
2296,pink morsel,$3.00,586,2021-01-03,north,pink morsel
2297,pink morsel,$3.00,526,2021-01-03,south,pink morsel
2298,pink morsel,$3.00,559,2021-01-03,east,pink morsel
2299,pink morsel,$3.00,574,2021-01-03,west,pink morsel
2324,pink morsel,$3.00,530,2021-01-04,north,pink morsel
2325,pink morsel,$3.00,595,2021-01-04,south,pink morsel
2326,pink morsel,$3.00,577,2021-01-04,east,pink morsel
2327,pink morsel,$3.00,562,2021-01-04,west,pink morsel
2352,pink morsel,$3.00,512,2021-01-05,north,pink morsel
2353,pink morsel,$3.00,526,2021-01-05,south,pink morsel
2354,pink morsel,$3.00,561,2021-01-05,east,pink morsel
2355,pink morsel,$3.00,536,2021-01-05,west,pink morsel
2380,pink morsel,$3.00,581,2021-01-06,north,pink morsel
2381,pink morsel,$3.00,581,2021-01-06,south,pink morsel
2382,pink morsel,$3.00,546,2021-01-06,east,pink morsel
2383,pink morsel,$3.00,596,2021-01-06,west,pink morsel
2408,pink morsel,$3.00,572,2021-01-07,north,pink morsel
2409,pink morsel,$3.00,534,2021-01-07,south,pink morsel
2410,pink morsel,$3.00,532,2021-01-07,east,pink morsel
2411,pink morsel,$3.00,599,2021-01-07,west,pink morsel
2436,pink morsel,$3.00,554,2021-01-08,north,pink morsel
2437,pink morsel,$3.00,556,2021-01-08,south,pink morsel
2438,pink morsel,$3.00,554,2021-01-08,east,pink morsel
2439,pink morsel,$3.00,507,2021-01-08,west,pink morsel
2464,pink morsel,$3.00,521,2021-01-09,north,pink morsel
2465,pink morsel,$3.00,549,2021-01-09,south,pink morsel
2466,pink morsel,$3.00,581,2021-01-09,east,pink morsel
2467,pink morsel,$3.00,551,2021-01-09,west,pink morsel
2492,pink morsel,$3.00,577,2021-01-10,north,pink morsel
2493,pink morsel,$3.00,536,2021-01-10,south,pink morsel
2494,pink morsel,$3.00,504,2021-01-10,east,pink morsel
2495,pink morsel,$3.00,515,2021-01-10,west,pink morsel
2520,pink morsel,$3.00,580,2021-01-11,north,pink morsel
2521,pink morsel,$3.00,537,2021-01-11,south,pink morsel
2522,pink morsel,$3.00,512,2021-01-11,east,pink morsel
2523,pink morsel,$3.00,542,2021-01-11,west,pink morsel
2548,pink morsel,$3.00,538,2021-01-12,north,pink morsel
2549,pink morsel,$3.00,524,2021-01-12,south,pink morsel
2550,pink morsel,$3.00,513,2021-01-12,east,pink morsel
2551,pink morsel,$3.00,535,2021-01-12,west,pink morsel
2576,pink morsel,$3.00,515,2021-01-13,north,pink morsel
2577,pink morsel,$3.00,514,2021-01-13,south,pink morsel
2578,pink morsel,$3.00,593,2021-01-13,east,pink morsel
2579,pink morsel,$3.00,560,2021-01-13,west,pink morsel
2604,pink morsel,$3.00,567,2021-01-14,north,pink morsel
2605,pink morsel,$3.00,559,2021-01-14,south,pink morsel
2606,pink morsel,$3.00,538,2021-01-14,east,pink morsel
2607,pink morsel,$3.00,530,2021-01-14,west,pink morsel
2632,pink morsel,$5.00,405,2021-01-15,north,pink morsel
2633,pink morsel,$5.00,439,2021-01-15,south,pink morsel
2634,pink morsel,$5.00,436,2021-01-15,east,pink morsel
2635,pink morsel,$5.00,479,2021-01-15,west,pink morsel
2660,pink morsel,$5.00,422,2021-01-16,north,pink morsel
2661,pink morsel,$5.00,429,2021-01-16,south,pink morsel
2662,pink morsel,$5.00,468,2021-01-16,east,pink morsel
2663,pink morsel,$5.00,478,2021-01-16,west,pink morsel
2688,pink morsel,$5.00,495,2021-01-17,north,pink morsel
2689,pink morsel,$5.00,464,2021-01-17,south,pink morsel
2690,pink morsel,$5.00,421,2021-01-17,east,pink morsel
2691,pink morsel,$5.00,418,2021-01-17,west,pink morsel
2716,pink morsel,$5.00,410,2021-01-18,north,pink morsel
2717,pink morsel,$5.00,482,2021-01-18,south,pink morsel
2718,pink morsel,$5.00,425,2021-01-18,east,pink morsel
2719,pink morsel,$5.00,465,2021-01-18,west,pink morsel
2744,pink morsel,$5.00,467,2021-01-19,north,pink morsel
2745,pink morsel,$5.00,421,2021-01-19,south,pink morsel
2746,pink morsel,$5.00,468,2021-01-19,east,pink morsel
2747,pink morsel,$5.00,484,2021-01-19,west,pink morsel
2772,pink morsel,$5.00,483,2021-01-20,north,pink morsel
2773,pink morsel,$5.00,499,2021-01-20,south,pink morsel
2774,pink morsel,$5.00,414,2021-01-20,east,pink morsel
2775,pink morsel,$5.00,481,2021-01-20,west,pink morsel
2800,pink morsel,$5.00,418,2021-01-21,north,pink morsel
2801,pink morsel,$5.00,429,2021-01-21,south,pink morsel
2802,pink morsel,$5.00,449,2021-01-21,east,pink morsel
2803,pink morsel,$5.00,466,2021-01-21,west,pink morsel
2828,pink morsel,$5.00,492,2021-01-22,north,pink morsel
2829,pink morsel,$5.00,446,2021-01-22,south,pink morsel
2830,pink morsel,$5.00,402,2021-01-22,east,pink morsel
2831,pink morsel,$5.00,476,2021-01-22,west,pink morsel
2856,pink morsel,$5.00,405,2021-01-23,north,pink morsel
2857,pink morsel,$5.00,417,2021-01-23,south,pink morsel
2858,pink morsel,$5.00,484,2021-01-23,east,pink morsel
2859,pink morsel,$5.00,435,2021-01-23,west,pink morsel
2884,pink morsel,$5.00,403,2021-01-24,north,pink morsel
2885,pink morsel,$5.00,489,2021-01-24,south,pink morsel
2886,pink morsel,$5.00,451,2021-01-24,east,pink morsel
2887,pink morsel,$5.00,417,2021-01-24,west,pink morsel
2912,pink morsel,$5.00,442,2021-01-25,north,pink morsel
2913,pink morsel,$5.00,429,2021-01-25,south,pink morsel
2914,pink morsel,$5.00,440,2021-01-25,east,pink morsel
2915,pink morsel,$5.00,432,2021-01-25,west,pink morsel
2940,pink morsel,$5.00,410,2021-01-26,north,pink morsel
2941,pink morsel,$5.00,456,2021-01-26,south,pink morsel
2942,pink morsel,$5.00,433,2021-01-26,east,pink morsel
2943,pink morsel,$5.00,469,2021-01-26,west,pink morsel
2968,pink morsel,$5.00,400,2021-01-27,north,pink morsel
2969,pink morsel,$5.00,402,2021-01-27,south,pink morsel
2970,pink morsel,$5.00,412,2021-01-27,east,pink morsel
2971,pink morsel,$5.00,404,2021-01-27,west,pink morsel
2996,pink morsel,$5.00,428,2021-01-28,north,pink morsel
2997,pink morsel,$5.00,462,2021-01-28,south,pink morsel
2998,pink morsel,$5.00,457,2021-01-28,east,pink morsel
2999,pink morsel,$5.00,401,2021-01-28,west,pink morsel
3024,pink morsel,$5.00,459,2021-01-29,north,pink morsel
3025,pink morsel,$5.00,439,2021-01-29,south,pink morsel
3026,pink morsel,$5.00,493,2021-01-29,east,pink morsel
3027,pink morsel,$5.00,419,2021-01-29,west,pink morsel
3052,pink morsel,$5.00,480,2021-01-30,north,pink morsel
3053,pink morsel,$5.00,458,2021-01-30,south,pink morsel
3054,pink morsel,$5.00,474,2021-01-30,east,pink morsel
3055,pink morsel,$5.00,433,2021-01-30,west,pink morsel
3080,pink morsel,$5.00,486,2021-01-31,north,pink morsel
3081,pink morsel,$5.00,452,2021-01-31,south,pink morsel
3082,pink morsel,$5.00,443,2021-01-31,east,pink morsel
3083,pink morsel,$5.00,429,2021-01-31,west,pink morsel
3108,pink morsel,$5.00,470,2021-02-01,north,pink morsel
3109,pink morsel,$5.00,436,2021-02-01,south,pink morsel
3110,pink morsel,$5.00,458,2021-02-01,east,pink morsel
3111,pink morsel,$5.00,423,2021-02-01,west,pink morsel
3136,pink morsel,$5.00,463,2021-02-02,north,pink morsel
3137,pink morsel,$5.00,420,2021-02-02,south,pink morsel
3138,pink morsel,$5.00,486,2021-02-02,east,pink morsel
3139,pink morsel,$5.00,443,2021-02-02,west,pink morsel
3164,pink morsel,$5.00,400,2021-02-03,north,pink morsel
3165,pink morsel,$5.00,471,2021-02-03,south,pink morsel
3166,pink morsel,$5.00,422,2021-02-03,east,pink morsel
